año,sector_ciiu,tamanio_empresa,num_empleados,localidad,ventas_comportamiento,ventas_expectativa,credito_solicito,credito_obtuvo,inversion_realizo,inversion_expectativa,tamanio_cat,ventas_num,ventas_cat,ventas_positivo,credito_num,credito_positivo,inversion_num,inversion_positivo,indice_clima_sin_inversion,indice_clima
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,2.0,,,1.0,,1.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,2.0,,,0.0,,2.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,2.0,,,1.0,,1.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,4.0,,,1.0,,1.0,,1.0,,Grande,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,2,2.0,,,1.0,,2.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,2.0,,,0.0,,1.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,2,3.0,,,1.0,,1.0,,2.0,,Mediana,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,3,2.0,,,76.0,,1.0,,1.0,,Pequeña,76.0,,0.0,,,1.0,1.0,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,2.0,,,0.0,,2.0,,1.0,,Pequeña,0.0,,0.0,,,1.0,1.0,0.0,0.0
2022,1,1.0,,,0.0,,2.0,,1.0,,Microempresa,0.0,,0.0,,,1.0,1.0,0.0,0.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,4.0,,,1.0,,1.0,,1.0,,Grande,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,4.0,,,1.0,,2.0,,2.0,,Grande,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,2.0,,,50.0,,1.0,,2.0,,Pequeña,50.0,,0.0,,,2.0,0.0,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,4.0,,,0.0,,2.0,,2.0,,Grande,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,2,2.0,,,1.0,,1.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,2.0,,,20.0,,1.0,,2.0,,Pequeña,20.0,,0.0,,,2.0,0.0,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,50.0,,1.0,,,,Microempresa,50.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,3.0,,,0.0,,1.0,,1.0,,Mediana,0.0,,0.0,,,1.0,1.0,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,2.0,,,0.0,,2.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,1,2.0,,,5.0,,2.0,,1.0,,Pequeña,5.0,,0.0,,,1.0,1.0,0.0,0.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,5.0,,2.0,,,,Microempresa,5.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,3.0,,,1.0,,1.0,,1.0,,Mediana,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,100.0,,2.0,,,,Microempresa,100.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,80.0,,2.0,,,,Microempresa,80.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,2.0,,,5.0,,1.0,,2.0,,Pequeña,5.0,,0.0,,,2.0,0.0,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,13.0,,2.0,,,,Microempresa,13.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,10.0,,2.0,,,,Microempresa,10.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,10.0,,1.0,,,,Microempresa,10.0,,0.0,,,,,0.0,0.0
2022,1,2.0,,,1.0,,2.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,2.0,,,1.0,,2.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,2,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,2.0,,,1.0,,1.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,3.0,,,1.0,,1.0,,2.0,,Mediana,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,2.0,,,0.0,,2.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,2.0,,,0.0,,1.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,2.0,,,0.0,,1.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,1,2.0,,,1.0,,2.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,10.0,,2.0,,,,Microempresa,10.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,2.0,,,1.0,,1.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,2.0,,,0.0,,1.0,,2.0,,Pequeña,0.0,,0.0,,,2.0,0.0,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,50.0,,1.0,,,,Microempresa,50.0,,0.0,,,,,0.0,0.0
2022,1,4.0,,,15.0,,2.0,,1.0,,Grande,15.0,,0.0,,,1.0,1.0,0.0,0.0
2022,3,3.0,,,0.0,,2.0,,1.0,,Mediana,0.0,,0.0,,,1.0,1.0,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,2.0,,,1.0,,1.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,2.0,,,1.0,,1.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,2,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,2.0,,Microempresa,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,2.0,,,1.0,,2.0,,2.0,,Pequeña,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,2.0,,,1.0,,2.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,1.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,4.0,,,100.0,,1.0,,2.0,,Grande,100.0,,0.0,,,2.0,0.0,0.0,0.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,1,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,2,2.0,,,1.0,,2.0,,1.0,,Pequeña,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2022,2,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,5.0,,2.0,,,,Microempresa,5.0,,0.0,,,,,0.0,0.0
2022,2,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,0.0,,2.0,,,,Microempresa,0.0,,0.0,,,,,0.0,0.0
2022,1,1.0,,,31.0,,1.0,,,,Microempresa,31.0,,0.0,,,,,0.0,0.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,2.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
2022,3,1.0,,,1.0,,1.0,,,,Microempresa,1.0,Aumentó,1.0,,,,,1.0,1.0
