año,sector_ciiu,tamanio_empresa,num_empleados,localidad,ventas_comportamiento,ventas_expectativa,credito_solicito,credito_obtuvo,inversion_realizo,inversion_expectativa,tamanio_cat,ventas_num,ventas_cat,ventas_positivo,credito_num,credito_positivo,inversion_num,inversion_positivo,indice_clima_sin_inversion,indice_clima
2021,3290,,,,1.0,,,,6.0,1.0,,1.0,Aumentó,1.0,,,6.0,0.0,1.0,1.0
2021,4290,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,9603,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,6621,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4330,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6120,,,,1.0,1.0,,,7.0,2.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,1089,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,8621,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,7500,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,7020,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4530,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,7310,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6810,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,1081,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,6312,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,8699,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4321,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4742,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7310,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4321,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,3210,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,3250,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4755,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,2229,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7112,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4752,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,7730,,,,,,,,2.0,2.0,,,,,,,2.0,0.0,,
2021,3110,,,,1.0,1.0,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,2670,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4799,,,,1.0,,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4762,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4111,,,,1.0,1.0,,,5.0,1.0,,1.0,Aumentó,1.0,,,5.0,0.0,1.0,1.0
2021,7310,,,,,,,,3.0,2.0,,,,,,,3.0,0.0,,
2021,4111,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,8551,,,,1.0,,,,8.0,1.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,8292,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,4723,,,,,,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,4921,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,5911,,,,1.0,,,,6.0,2.0,,1.0,Aumentó,1.0,,,6.0,0.0,1.0,1.0
2021,5611,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,3312,,,,1.0,,,,5.0,2.0,,1.0,Aumentó,1.0,,,5.0,0.0,1.0,1.0
2021,7310,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4290,,,,,1.0,,,3.0,1.0,,,,,,,3.0,0.0,,
2021,6820,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,4111,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4773,,,,1.0,,,,8.0,1.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4111,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4330,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4752,,,,,1.0,,,3.0,2.0,,,,,,,3.0,0.0,,
2021,8211,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4723,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4329,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,2599,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4711,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,6201,,,,,1.0,,,2.0,2.0,,,,,,,2.0,0.0,,
2021,7410,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,3210,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,4111,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,5612,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,5619,,,,,1.0,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,4669,,,,,,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,4665,,,,1.0,,,,6.0,2.0,,1.0,Aumentó,1.0,,,6.0,0.0,1.0,1.0
2021,2221,,,,1.0,1.0,,,5.0,2.0,,1.0,Aumentó,1.0,,,5.0,0.0,1.0,1.0
2021,1410,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,2260,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6615,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,5613,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4771,,,,1.0,,,,7.0,1.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,8699,,,,,,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,8422,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4530,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4330,,,,,,,,4.0,1.0,,,,,,,4.0,0.0,,
2021,7420,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,6499,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4731,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4330,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4620,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4111,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,8292,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,1512,,,,,1.0,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,3110,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,1410,,,,1.0,,,,9.0,2.0,,1.0,Aumentó,1.0,,,9.0,0.0,1.0,1.0
2021,6810,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4754,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,3110,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,4661,,,,,1.0,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4799,,,,1.0,,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,1512,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,1081,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4330,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4752,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,5611,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,4752,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,5911,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4759,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,4921,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4741,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,9103,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,8299,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4645,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,1084,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4659,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4752,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,7112,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4659,,,,,,,,2.0,2.0,,,,,,,2.0,0.0,,
2021,4664,,,,1.0,,,,7.0,2.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,5629,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,9602,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,1811,,,,,,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,4711,,,,1.0,1.0,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4721,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,3830,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,8130,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4721,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,6910,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4755,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4520,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4723,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,8512,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,8211,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,6201,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,1410,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,3110,,,,,1.0,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,6820,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4722,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,7210,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,4751,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4541,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,1081,,,,1.0,,,,7.0,2.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,4724,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,1522,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,7120,,,,,,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,4631,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4620,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,7112,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4723,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,7490,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,1702,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4330,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4752,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,7020,,,,,1.0,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,7500,,,,1.0,,,,7.0,2.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,7112,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4290,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,7010,,,,1.0,,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4290,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,6201,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4775,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,3600,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,1811,,,,,1.0,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,4921,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4922,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,7111,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,1410,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4642,,,,1.0,,,,5.0,2.0,,1.0,Aumentó,1.0,,,5.0,0.0,1.0,1.0
2021,4659,,,,,1.0,,,3.0,2.0,,,,,,,3.0,0.0,,
2021,4664,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,2013,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4723,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4330,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4645,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4111,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,8010,,,,,1.0,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,4330,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,1521,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,6820,,,,,1.0,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,3210,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4761,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,9004,,,,,,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,1811,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,9602,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,7310,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4791,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4773,,,,1.0,,,,9.0,1.0,,1.0,Aumentó,1.0,,,9.0,0.0,1.0,1.0
2021,2511,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,2256,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4659,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,7112,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7112,,,,,1.0,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,8622,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,6810,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,6110,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,3314,,,,1.0,1.0,,,9.0,2.0,,1.0,Aumentó,1.0,,,9.0,0.0,1.0,1.0
2021,7830,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4729,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4719,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,4774,,,,1.0,1.0,,,2.0,2.0,,1.0,Aumentó,1.0,,,2.0,0.0,1.0,1.0
2021,4774,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,4610,,,,1.0,,,,9.0,1.0,,1.0,Aumentó,1.0,,,9.0,0.0,1.0,1.0
2021,4921,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,6201,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6621,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,1410,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4530,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,9602,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,5611,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4330,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,7020,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4791,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,3312,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,8299,,,,,1.0,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4312,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,1084,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4752,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7310,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,1410,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,2511,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,2592,,,,,1.0,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,4111,,,,,1.0,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,1630,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4923,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,7112,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,7112,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4520,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,8699,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,1090,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,3312,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,8299,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,8512,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,7010,,,,,1.0,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4722,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4773,,,,1.0,,,,1.0,2.0,,1.0,Aumentó,1.0,,,1.0,1.0,1.0,1.0
2021,5229,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,9602,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,3290,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4791,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4761,,,,,,,,4.0,1.0,,,,,,,4.0,0.0,,
2021,8691,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,6621,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,7500,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4759,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,5229,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4330,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4541,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6190,,,,1.0,,,,4.0,2.0,,1.0,Aumentó,1.0,,,4.0,0.0,1.0,1.0
2021,1410,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4729,,,,,1.0,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,9512,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,7020,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4755,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,5530,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4329,,,,,1.0,,,2.0,1.0,,,,,,,2.0,0.0,,
2021,2511,,,,,,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,1410,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,7112,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,6820,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,4773,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4773,,,,,,,,3.0,2.0,,,,,,,3.0,0.0,,
2021,4771,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4512,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,7112,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,2511,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,2599,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,6810,,,,,1.0,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,5613,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,5611,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,2023,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,4111,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,3311,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4923,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4520,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4620,,,,,1.0,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,4711,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,5630,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6820,,,,1.0,1.0,,,8.0,1.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4290,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4719,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4663,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,3830,,,,1.0,,,,9.0,1.0,,1.0,Aumentó,1.0,,,9.0,0.0,1.0,1.0
2021,4321,,,,1.0,1.0,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4530,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,5229,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4632,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,6190,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7310,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,1811,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,9529,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,7111,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,6810,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4290,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,4112,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,6920,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,5221,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,1811,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,2511,,,,1.0,,,,8.0,2.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,7729,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,2229,,,,,1.0,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,2511,,,,1.0,1.0,,,8.0,1.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4723,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,6810,,,,1.0,,,,5.0,2.0,,1.0,Aumentó,1.0,,,5.0,0.0,1.0,1.0
2021,8110,,,,,,,,5.0,2.0,,,,,,,5.0,0.0,,
2021,4791,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,1089,,,,1.0,1.0,,,6.0,2.0,,1.0,Aumentó,1.0,,,6.0,0.0,1.0,1.0
2021,4649,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,6201,,,,,,,,9.0,2.0,,,,,,,9.0,0.0,,
2021,4741,,,,,,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,7112,,,,,,,,3.0,2.0,,,,,,,3.0,0.0,,
2021,4631,,,,1.0,,,,7.0,2.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,4210,,,,,,,,1.0,2.0,,,,,,,1.0,1.0,,
2021,1321,,,,,,,,9.0,1.0,,,,,,,9.0,0.0,,
2021,4773,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,6201,,,,,,,,2.0,2.0,,,,,,,2.0,0.0,,
2021,9004,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4111,,,,1.0,,,,8.0,1.0,,1.0,Aumentó,1.0,,,8.0,0.0,1.0,1.0
2021,4922,,,,,,,,1.0,2.0,,,,,,,1.0,1.0,,
2021,2512,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4741,,,,,1.0,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,2229,,,,1.0,,,,7.0,1.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
2021,7210,,,,,,,,10.0,2.0,,,,,,,10.0,0.0,,
2021,4652,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4520,,,,,,,,6.0,1.0,,,,,,,6.0,0.0,,
2021,4923,,,,,1.0,,,8.0,1.0,,,,,,,8.0,0.0,,
2021,7310,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,8121,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,7010,,,,,1.0,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,4752,,,,1.0,1.0,,,10.0,2.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4721,,,,,,,,6.0,2.0,,,,,,,6.0,0.0,,
2021,8553,,,,,1.0,,,7.0,2.0,,,,,,,7.0,0.0,,
2021,4741,,,,,,,,7.0,1.0,,,,,,,7.0,0.0,,
2021,4923,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7111,,,,,1.0,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,7490,,,,,1.0,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,1084,,,,,,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,4664,,,,,,,,8.0,2.0,,,,,,,8.0,0.0,,
2021,4290,,,,,,,,10.0,1.0,,,,,,,10.0,0.0,,
2021,4759,,,,1.0,,,,10.0,1.0,,1.0,Aumentó,1.0,,,10.0,0.0,1.0,1.0
2021,4721,,,,,1.0,,,5.0,1.0,,,,,,,5.0,0.0,,
2021,6810,,,,1.0,,,,7.0,1.0,,1.0,Aumentó,1.0,,,7.0,0.0,1.0,1.0
