Id_Encuesta,Id_Encuestado,COD_CIIU,SECTOR,TAMANO,F1,F2,F3,P1,P2,P3A,P3B,P3C,P3D,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_OTRO,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P5_OTRO,P6_1,P6_2,P6_3,P6_4,P6_5,P6_6,P6_7,P6_8,P6_OTRO,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P7_7,P7_8,P7_9,P7_10,P7_11,P7_12,P7_OTRO,P8,P9,P10A,P10B,P10C,P10D,P10E,P10F,P10G,P10H,P10I,P10J,P10K,P10L,P11B,P11C,P11D,P11E,P11F,P11G,P11H,P11I,P11J,P11K,P11L,P12_1,P12_2,P12_3,P12_4,P12_5,P12_6,P12_7,P12_8,P12_9,P12_10,P12_11,P12_OTRO,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P13_8,P13_9,P13_10,P13_OTRO,P14_1,P14_2,P14_3,P14_4,P14_5,P14_6,P14_7,P14_8,P14_9,P14_10,P14_11,P14_12,P14_OTRO,P15_1,P15_2,P15_3,P15_4,P15_5,P15_6,P15_7,P15_OTRO,P16,P17,P18_1,P18_2,P18_3,P18_4,P18_5,P18_6,P18_7,P18_8,P18_OTRO,P19_1,P19_2,P19_3,P19_4,P19_5,P19_OTRO,P20,P21A,P21B,P21C,P21D,P21E,P21F,P21G,P21H,P22A,P22B,P22C,P22D,P22E,P22F,P22G,P22H,P22I,P22J,P22K,P22L,P23A,P23B,P23C,P23D,P23E,P23F,P23G,P23H,P23I,P23J,P23K,P23L,P24,P25A,P25B,P25C,P25D,P25E,P25F,P25G,P25H,P25I,P25J,P25K,P25L,P25M,P25N,P25O,P25P,P26A,P26B,P26C,P26D,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P27_OTRO,P28,P29_1,P29_2,P29_3,P30,P31,P31_OTRO,P32A,P32B,P32C,P32D,P32E,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_OTRO,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_9,P34_10,P34_OTRO,P35_1,P35_2,P35_3,P35_4,P35_5,P35_6,P35_7,P35_8,P35_9,P35_10,P35_OTRO,P36_1,P36_2,P36_3,P36_4,P36_OTRO,P36_97,P37A,P37B,P37C,P37D,P37E,P38_1,P38_2,P38_3,P38_4,P38_90,P39,P40,P41_1,P41_2,P41_3,P41_4,P41_OTRO,P42_1,P42_2,P42_3,P42_4,P42_5,P42_OTRO,P43,P44,P44A_1,P44A_2,P44A_3,P44A_4,P45,P46,P47,P48A,P48B,P48C,P49_1,P49_2,P49_3,P49_4,P50,P51,P51_OTRO,P52_1,P52_2,P52_3,P52_4,P52_90,P53,P54,P55,P56,P57A,P57B,P57C,P57D,P57E,P57F,P57G,P57H,P58,P59
001GDC_Clima_de_los_Negocios,236,2829,3,2,1,5,2,2,7,60,10,30,0,,2,,,,6,,8,,,,,,,,,,,,,,6,7,,19,,,,,,,,,,,,,,1,2,2,1,2,3,2,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,9,,,18,1,,,,,,,,,10,13,,,,,,6,,,,,,,,1,,3,,,,,,1,1,,,,,,,,,,,,,,,9,3,4,3,4,4,3,5,5,4,3,3,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,1,2,2,2,2,2,0,3,3,4,4,3,4,4,4,4,4,3,3,4,3,3,2,5,5,5,5,1,,3,,,,,,,3,1,,,2,,,,,,,,,,,,,,29,,,,,,,,8,9,,45,1,2,,,,,,,9,,,1,2,,,97,,4,5,4,4,3,,2,3,,,2,2,,,,4,,,,,,,,1,1,104,,,,3,2,3,1,1,1,1,,3,,1,,9,1,,,,,2,3,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,237,9603,2,2,1,1,1,2,4,20,15,30,35,1,2,,,5,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,,,,,,,2,1,1,1,1,2,3,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,,,,4,,,,,9,,,15,1,2,,,,,7,,,,,,,3,,5,,,8,,10,,,,,2,3,,,,,,1,1,,,,,,,,,,,,3,,,,3,3,3,3,4,3,5,4,3,1,1,1,1,2,3,3,2,1,3,2,2,1,1,1,2,2,2,1,2,2,2,2,2,0,3,3,4,3,3,5,4,4,4,3,3,3,4,3,3,2,4,3,4,4,1,,3,4,5,,,8,,6,2,,,1,4,,2,1,3,4,4,,,,,,6,,1,,,,,,7,8,,,,1,,,,,,7,8,,,,1,,,11,31,97,4,2,4,4,4,,,,,90,2,1,,,,,,,,,,5,,1,2,,,,,,,,1,1,2,1,2,,,2,90,,,,,,90,2,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,238,2023,4,3,1,5,1,2,4,40,10,50,0,,,3,4,,6,,,,,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,4,,,,8,9,,,,,2,,,,,7,,9,,,,,,,,6,,,,10,11,,,1,,,,,,,,1,1,,,,,,,,,,,,,,5,,4,3,3,3,3,3,3,3,4,3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,2,0,2,2,2,4,4,4,2,4,5,2,2,3,2,2,4,2,3,1,3,3,1,,3,4,,,,,,3,2,,,2,,,,,,,,,,,,,6,,,,,,,,7,8,,10,,,,3,4,,,7,,,,,,2,3,4,,,2,2,2,2,4,,2,,,,3,2,1,,,,,,,,,,,1,2,,,,,,,,2,1,1,1,,,,3,90,,1,,,,,2,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,239,8010,2,3,1,5,1,3,7,60,1,29,10,1,,,,5,,,,12,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,20,1,1,3,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,,2,,,5,,,,,,,26,1,,,,5,,,,,,32,,,,,,,,,,,,,16,1,,,,,,,,1,1,,,,,,,,,,,,,,,13,3,4,4,4,4,3,4,4,4,3,3,3,1,1,3,3,1,3,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,0,3,3,4,4,2,4,4,4,3,4,3,4,4,4,3,3,4,4,4,4,,,,,,,,,26,9,209,,,2,,,,,,,,1,,,,,,,,,,,,,7,,,10,29,,,,,,,7,8,,,29,1,,,4,38,,4,4,3,4,4,,,,4,,2,2,,,,,15,,,,,,,1,2,,,,,,,,1,1,2,1,,3,,1,90,,1,,,,,2,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,240,6201,4,3,1,4,1,4,7,80,0,20,0,,2,3,,5,,,,,,,,,,,,,2,,4,,,,,97,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,,,3,,5,,,,9,,,,1,,3,,,,,,9,,,,,3,,,,7,,,,,,42,,,3,,5,,,,1,1,,,,,,,,,,,,,,,13,2,4,3,4,4,3,5,4,4,2,3,1,2,1,2,3,2,2,3,2,2,2,2,1,2,1,1,2,2,2,1,2,2,0,4,3,4,4,4,5,4,4,3,3,5,4,3,4,3,3,4,4,4,4,,,3,4,,,,,,8,116,,,1,10,,1,1,4,3,5,,,,,,,30,,2,,,,,,,9,,46,,,,,,,,,9,10,12,,2,,4,41,,4,4,4,4,5,,2,,,,1,1,,,,,,,2,,4,,,1,1,93,,,,1,1,1,1,1,1,,,3,,3,90,,,,,,90,1,3,1,1,2,1,2,2,2,2,2,2,1,5
001GDC_Clima_de_los_Negocios,241,8621,4,1,1,4,1,2,5,70,2,28,0,1,,,4,,,7,,,,,,,,,,,2,3,,,6,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,3,2,2,2,3,2,1,1,1,1,2,1,1,2,2,3,2,1,,2,,,5,,,,9,,,,,,3,,5,,,,9,,,,,,4,,,,,9,,,12,,,,3,,5,,,,1,1,,,,,,,,,,,,3,,,,2,4,3,3,3,4,4,4,3,2,3,2,2,1,3,3,1,3,3,3,2,2,2,2,2,1,3,3,2,2,2,2,2,0,4,3,3,3,3,3,2,4,3,3,2,3,3,3,4,2,4,3,4,4,,,,,5,6,,,,6,9,,,1,4,,3,2,3,4,4,,,3,,,,,,,,4,5,6,,,,,,,,,,,,7,8,9,,,1,,3,4,,,3,4,3,3,4,,,3,,,2,1,,,,,,,,,4,,,1,1,105,107,110,,1,2,2,1,1,1,,,3,,2,90,,,2,,,,2,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,242,6810,4,1,1,1,2,1,1,80,20,0,0,,2,,4,,,,,15,,,,,,,,1,,,4,,6,,,,,,,,,,,,,,,,,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2,2,1,1,2,2,,,,,,6,,,9,,,15,1,2,,4,,,,,,,,1,,3,,,,,,,,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,3,3,2,3,4,3,4,4,3,2,3,3,1,1,2,3,2,3,3,3,2,1,3,2,2,2,3,2,2,2,3,2,1,0,3,3,4,3,3,4,4,4,2,2,2,3,4,3,3,2,5,4,4,4,,,,,,,,,22,9,93,,,2,,,,,,,,,,,,5,,,,,3,4,,,,,9,,,,,,,,6,,,9,,30,1,,,4,39,,4,3,3,1,4,,,,4,,1,1,,,,,,,,3,,,,1,1,108,,,,92,1,1,1,1,1,,2,,,3,90,,1,,,,,1,3,2,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,243,6621,4,2,1,4,1,2,5,100,0,0,0,1,,3,,,,7,,,,2,,,,6,97,,,3,4,,,,,97,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,,,,4,,6,,,,,,97,,,,,5,,,,,10,19,,,,,5,,,8,,,,,97,,,,,5,,7,,1,1,,,,,,,,,,,,3,,,,3,2,2,4,3,3,4,4,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,1,2,3,3,3,2,3,3,3,3,45,3,3,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,3,4,1,2,,,,,,8,,1,6,,,2,,,,,,,,,,,4,,,,,2,,4,,,,,9,,,,,3,,,,7,,9,,,1,,,4,14,,4,2,3,2,3,,,,,90,1,1,,,,,,,,,,,21,1,2,,,,,,,,2,2,2,1,,,,90,90,,,,,,90,1,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,244,4290,4,1,1,4,1,3,5,60,20,20,0,,,3,,5,,,8,,,,,,,,,,,3,4,,6,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,3,1,1,,,,4,,,,8,9,,,,,,,4,5,,,,,,97,,2,3,,,6,,,,,,,,,2,3,,5,,,,1,1,,,,,,,,,,,,3,,,,2,3,3,4,3,4,4,4,4,2,3,2,2,2,2,3,2,2,1,1,3,1,3,1,2,1,2,3,2,2,2,2,1,0,2,4,4,3,2,3,3,3,2,3,3,4,3,3,3,2,3,4,3,3,,,3,,,6,,8,,7,114,,,2,,,,,,,,,,,,5,,,,2,,,,6,,,9,,,,,,4,,,,8,9,,,1,2,,4,,,2,3,4,3,3,,2,,,,2,1,,,,,,1,,,4,5,,1,2,,,,,,,,1,1,1,1,,,,90,90,,,,,,90,2,1,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,245,4530,1,2,1,4,1,1,5,100,0,0,0,,,,,5,6,,,37,1,2,,,5,,,1,2,,,,,,,34,,,,,,,,,,,,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,,,3,,,,7,,,,,24,,2,,,5,,,,,,33,1,,,,,,,8,9,,,,39,,,,,5,,,,2,,1,,,,,,,,,,,,,,,4,3,1,3,4,1,3,4,1,3,3,3,3,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,3,3,1,3,4,4,4,2,3,3,3,3,3,3,1,1,1,1,,,,,,,,,16,3,1,,,2,,,,,,,,,,,,,6,,,,3,,,,,8,,,16,,2,3,,,,,,,,16,,2,3,,97,,4,3,4,4,4,,2,,4,,1,2,,,,,92,,,,,,,1,2,,,,,,,,2,1,1,1,,,,2,90,,,,3,,,1,2,2,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,246,4663,3,2,1,1,2,1,6,40,0,60,0,,,,,,,7,8,24,,,,,,,,,2,,,5,,,,32,,,,,,,,,,,,,,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,,2,3,,,,,,,,,37,,,,,5,,7,,,,14,,,,,,,,8,,,11,,16,1,,,,,,,,2,,1,,,,,,,,,,,,,,,2,4,3,5,4,5,5,5,4,1,3,1,1,2,1,3,2,3,3,3,2,1,3,1,2,2,3,1,2,3,3,3,2,100,5,5,2,4,4,5,5,5,2,3,3,1,2,5,5,2,5,5,5,5,,,,4,,,7,,11,10,212,,,1,9,,1,1,1,1,5,1,,,,,,29,,,,4,,,,,9,,38,,,3,,,,7,,,,23,1,,,,14,97,1,5,2,2,2,,,,,90,1,1,,,,,,,,3,,,11,1,2,,,,,,,,2,2,2,,,,4,1,90,,1,,,,,2,3,2,1,1,2,2,2,2,2,2,2,1,3
001GDC_Clima_de_los_Negocios,247,9142,3,1,1,1,1,1,5,100,0,0,0,,2,3,,5,,,,,1,,,,5,,25,,,,,5,6,,,15,,,,,,,,,,,,,,1,1,2,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,2,3,2,2,3,3,3,,,,,,6,,8,,,,35,,,,,5,,,,,10,31,1,,,,,,,8,,,,12,,,,3,,,,,,1,1,,,,,,,,,,,,3,,,,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,0,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,2,,,,,,6,7,,13,10,209,,,1,3,,4,5,3,4,5,,,,,,6,28,,,,4,5,,,,,,29,1,,,4,,,,8,,,,1,2,,,19,,2,1,2,2,5,,,,,90,1,1,,,,,,,2,,4,,,1,1,109,108,,,1,1,1,1,1,1,,,3,,1,90,,,,3,,,2,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,248,7310,4,1,1,4,1,1,5,70,0,30,0,,2,,4,,6,,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,,3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,,,,,5,,,,9,10,,,1,,,,,,,8,9,,,,,,,,,,8,9,10,,,,,,,,5,,,,2,,1,,,,,,,,,,,,,,,3,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,4,4,3,4,3,4,4,4,3,3,3,4,4,4,4,3,3,3,4,4,,2,,4,,,,,,10,201,,,1,4,,5,2,4,5,5,,,,,5,,,,,,4,,,,,9,10,,,,,,5,,7,,9,,,1,2,,4,,,5,5,5,5,5,,,,,90,1,1,,,,,,,,3,4,,,1,1,105,102,,,1,2,3,1,1,1,1,,,,1,1,,,,,,90,1,1,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,249,4669,4,1,1,1,2,1,3,90,0,10,0,1,,3,,5,,,,,,,,,,,,,,,,5,,7,,24,,,,,,,,,,,,,,3,2,2,3,1,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,2,1,1,1,,,4,,6,,,,,,,,,3,,,,7,,9,,,1,2,3,4,5,6,,,9,10,11,12,,1,2,,4,5,,,,2,,,,,,,,,,9,,,,,,,4,4,1,4,3,1,3,3,2,3,3,3,2,1,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,3,2,2,1,1,2,3,3,2,2,1,2,3,2,2,1,2,1,5,5,1,2,,4,5,6,7,,,7,114,,,1,1,,2,1,3,1,1,1,2,,,,,,1,,3,4,,,,,,,,,,3,,5,,,,,10,,,2,3,4,,,1,1,3,2,3,,,,,90,1,2,1,,,,,,,,,,,1,1,105,,,,92,2,92,1,1,1,1,,3,,1,2,,,,,,90,2,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,250,4775,3,1,1,2,1,2,7,10,10,10,70,,,3,4,,,,,25,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,21,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,,2,,,,,,8,,10,,,1,,,,,6,7,,,,,,,,,,,7,,,,11,,22,1,,,,,,,,2,,1,,,,5,,,,,,,,,,,2,4,4,4,3,4,5,4,4,3,3,3,2,1,1,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,0,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,,,,,,6,,,,7,114,,,2,,,,,,,,1,,,,,,19,1,,,4,5,,,,,,,1,,3,,5,,,,,,,1,2,,,7,,4,4,4,4,5,,,,,90,1,2,1,,,15,16,,,,,,,1,1,105,11,,,4,2,2,1,1,2,1,,,,1,90,,,,,,90,1,2,2,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,251,4111,3,1,1,1,2,1,7,0,0,100,0,,,,,5,,7,8,,,,,,,,,1,,,,,,,8,30,,,,,,,,,,,,,,3,1,3,3,3,2,2,2,2,1,1,3,2,1,1,1,1,2,2,1,1,1,2,2,1,1,,,,,,,8,,,,29,1,,,,5,,,,9,,,,,,,,,,,,,,12,,1,,,,,,,,2,,1,,,4,,,,,,,,,,,,4,3,3,3,4,2,4,2,3,1,3,3,3,1,1,3,2,3,3,3,2,3,3,3,1,1,1,3,2,1,3,3,2,0,4,3,3,3,5,3,4,4,2,3,3,3,3,3,4,2,3,3,3,3,,,,,,,7,,,6,9,,,2,,,,,,,,,,3,,,6,,,,,4,5,,,,,,20,1,,,,5,,,8,,,,1,2,,,42,,3,2,2,2,3,,2,,,,1,1,,,,,,,,,,10,2,1,1,126,11,,,1,2,2,1,1,1,1,,,,3,90,,,,,,90,1,3,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,252,9601,1,1,1,2,2,1,5,50,0,50,0,,,3,4,,,,8,,,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,,3,3,3,2,1,3,3,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,,,4,,6,,,,,,,,,,,5,,,,9,10,,,,,,5,,,8,,10,,,,1,2,3,,,,,,1,1,,,,,,,,,,,,,4,5,,4,3,3,4,4,3,4,3,3,2,3,2,2,2,3,3,2,3,3,3,3,2,3,2,1,2,3,2,2,2,2,2,2,0,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,2,,4,,6,,,,7,120,,,2,,,,,,,,,,,4,,,,,,,,,6,,8,9,,,,2,,,5,,,,9,,,,2,3,4,,,3,3,3,3,3,,,,,90,92,2,,,,4,,,,,,,,1,2,,,,,,,,1,1,1,1,,,,3,90,,,,,,90,1,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,253,3312,4,1,1,1,2,1,4,100,0,0,0,,,,,5,6,,8,,1,2,,,,,97,,,3,4,,6,,,,,,,,,,,,,,,,,3,1,3,3,3,3,3,2,2,2,2,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,,,,,6,,,9,,,,,2,,,5,,,,,10,,,,,,,,,,,,11,,,,2,3,,,,7,,1,1,,,,,,,,,,1,,,,5,,3,3,3,3,4,3,4,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,0,3,3,3,3,3,3,4,5,3,3,2,4,3,3,3,3,3,3,3,3,1,2,,,,6,,,,8,114,,,1,,11,4,2,5,2,4,,,,,5,,,,,,4,,6,,,,,97,,,,,,,7,8,9,,,1,2,,,,97,4,4,4,4,5,,,,,90,92,2,1,,,,,,,,,,,1,2,,,,,,,,1,1,1,,2,,,90,90,,,,,,90,1,1,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,254,2750,2,1,1,1,1,1,5,10,0,90,0,1,,,4,,6,,,,,,,,,,,,2,,,,6,,,97,,,,,,,,,,,,,,3,1,2,3,3,2,2,3,3,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,,,,,,,8,9,,,,1,,,,,,,,9,,21,,,3,,5,,,,,,,12,,,,,,5,,,,2,,,,3,,,,,,,,,,,,,3,5,4,4,5,3,5,5,4,3,1,3,1,1,1,3,1,1,3,3,3,1,3,3,1,1,2,1,2,2,3,3,2,0,5,4,1,2,2,4,5,5,1,2,4,3,2,4,2,3,4,3,4,4,,,3,4,,,,,,10,203,,,1,5,,5,1,4,4,4,1,,,,,6,,1,,,,,6,,,,,20,,,3,,,,,8,,,14,1,,3,4,,,2,3,4,1,2,,,,,90,1,2,1,,,,,,,,,,,1,1,110,,,,1,2,2,1,1,1,1,,,,3,90,,,,,,90,1,3,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,255,4322,2,3,1,5,2,3,7,30,10,50,10,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,10,,,,3,1,1,1,1,1,2,2,1,2,1,3,2,3,2,2,1,1,1,1,2,2,1,2,1,,2,,,5,,,,9,,,,1,,,,5,,7,,,,,1,,,,,,,,,,,,,,,3,,,,,,1,1,,,,,,,,,,,,3,,,9,2,3,4,4,5,2,5,4,4,2,3,2,2,1,3,3,1,3,3,3,2,2,2,1,2,2,1,3,2,1,3,3,1,0,4,4,5,4,2,5,5,5,4,4,4,4,4,4,4,1,3,4,4,1,1,2,,,,6,,,,3,14,,,2,,,,,,,,,,,,,,27,,2,,,,,,,9,,47,,,,4,,,,,9,,19,,2,,4,23,,5,3,1,3,4,,,,,90,1,1,,,,,,,,,,10,19,1,1,92,,,,2,2,1,1,2,1,,2,,,1,90,,1,,,,,1,3,2,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,256,1399,1,1,1,1,1,1,1,100,0,0,0,1,,3,4,,,,,,1,2,3,,,,,1,,3,,,6,,,,,,,,,,,,,,,,,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,6,,8,9,,,,,2,,,,6,,,9,,,,,,,5,,,8,,10,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,2,4,4,5,5,5,5,5,4,2,2,2,1,1,2,3,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,0,5,5,4,4,4,5,5,5,4,5,4,5,5,4,5,4,4,5,5,5,,,,,,,,8,,10,93,,,2,,,,,,,,,,,,5,,,,,3,,5,,,8,,,,,2,,,,,7,8,,,,1,,3,4,,,5,4,5,4,5,,,,4,,1,2,1,,,,,,,,,,,1,2,,,,,,,,1,1,1,1,,,,90,90,,,,,,90,1,3,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,257,4511,2,1,1,1,2,1,4,80,10,10,0,1,,,,5,6,,,,,,,,,,,,,3,,5,6,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,9,,,,1,,,,5,,,,,10,,1,,,,5,6,,,,,,,,1,,,,,,,,2,,,,,,,,,8,,,,,,,,2,4,2,3,4,4,3,4,4,2,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,0,3,2,2,2,3,3,2,4,1,3,2,1,3,2,2,2,4,4,3,4,,,,4,,,,,,4,9,,,2,,,,,,,,,,,,5,,,,,,,,,7,,9,10,,1,,3,,,,,,9,,,,2,3,4,,,3,3,3,3,3,,,,,90,3,2,1,,,,,,,,,,,1,2,,,,,,,,1,1,1,1,,,,2,90,,,,,,90,2,3,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,258,1392,3,3,1,1,1,3,7,85,0,15,0,,,,,,6,,8,17,,,,,,,,,,3,,5,,,,10,,,,,,,,,,,,,,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,,,3,4,,,,,9,,,,1,,,,,,,,9,,12,,,,,,,,,,,,12,,1,,,,,,,,1,1,,,,,,,,,,,,,,,10,3,4,4,4,4,3,4,3,4,2,3,3,2,1,3,3,3,3,3,3,1,1,2,1,1,1,2,1,1,1,2,2,1,0,3,3,3,3,3,3,4,4,3,3,2,2,3,2,3,3,1,1,1,1,1,,3,,,,7,,,9,217,,,2,,,,,,,,,,,,,,26,,,,,5,,7,,,,18,,2,,,5,,,,9,,,1,2,,,12,,4,4,5,3,5,,,,,90,1,1,,,,,,,,,4,,,1,1,14,,,,2,1,1,1,1,1,,,3,,2,3,,1,,,4,,1,2,3,2,,,,,,,,,,
001GDC_Clima_de_los_Negocios,259,1089,2,1,1,1,1,1,2,97,3,0,0,1,,,,,6,7,,,,,,,,,,1,2,,4,,,,,,,,,,,,,,,,,,,3,1,2,2,3,3,1,2,2,3,3,2,3,3,1,1,1,1,2,1,2,1,2,2,1,,,,4,,6,,,9,,,,,,,,,6,7,,9,,,1,,,,,,,8,,10,,,,,,,4,,,,,1,1,,,,,,,,,,1,,,,,7,3,2,1,5,4,2,4,2,4,3,3,3,2,1,3,3,2,3,3,3,2,2,3,3,3,2,2,3,2,2,3,2,2,0,4,5,4,4,4,5,4,4,2,1,3,4,4,4,4,4,1,5,3,4,,,3,,,6,7,,,10,201,,,1,8,,5,3,4,5,5,1,,,,,,,,,,4,,,,8,9,,,,,3,,,,7,,9,,,1,2,,4,,,3,3,2,3,4,,,,4,,1,1,,,,,,1,,,,,,1,2,,,,,,,,1,1,1,1,,,,2,90,,,,,,90,1,2,3,1,1,2,2,2,2,2,2,1,2,
001GDC_Clima_de_los_Negocios,260,4759,2,2,1,2,2,2,7,60,20,20,0,,2,,4,,,,8,,,,,,,,,,,,,5,6,7,,,,,,,,,,,,,,,,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,4,5,,,,,,,,1,,,,,,,8,,10,,1,,3,,,,,8,,,,,,,,,,,,,17,1,1,,,,,,,,,,,,,,,7,4,2,1,2,4,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0,2,4,2,1,2,4,2,1,3,3,4,2,4,2,4,4,2,3,3,3,,,,,,6,,,,5,93,,,2,,,,,,,,,,,,,6,,,,,4,,,,,9,,13,,,3,,,,,8,9,,,1,2,,,15,,4,4,4,4,4,1,2,3,4,,1,1,,,,,,,2,3,,,,1,1,110,,,,2,2,1,1,1,1,,2,,,1,1,,1,,,,,2,2,3,2,,,,,,,,,,
